109,ingannate.,1895102,90275.081149
110,ch'io,3534275,63445.355665
111,faville,4504232,73790.362382
112,presente,3204307,83530.580018
113,fiate,3469149,82695.946730
114,s'argomenta,4604320,14848.814386
115,vera,4680818,75260.134358
116,falcone,4460543,54642.192169
117,aver,1030919,95692.527871
118,s'i',1780338,97001.645274
119,tanto,1013850,65811.990614
120,cose,3488537,43242.860515
121,sogno;,2895907,23442.740874
122,guarda,4231115,25126.343977
123,molle,4789196,75197.494909
124,molta,3383144,51577.946515
125,vid',3130515,65301.403344
126,agogna.,3145873, 5168.461062
127,avea,131999,31567.790146
128,Aglauro,3533589,94166.770630
129,biscia,2063671,49123.609271
130,turbato.,3305219,72971.789333
131,falcone,119606,29772.482231
132,calar,4368092,20039.775513
133,arte;,1726097, 2137.085837
134,venian,4446287,78667.508955
135,come,4726469,36349.484259
136,pietà,4624348,17757.526076
137,barbuto,1100949,58553.759201
138,quest',4506800, 7770.163193
139,colui,2631632,25224.386737
140,volti.,1008230,11620.341980
141,s'i',72441,97920.100165
142,pelle,4056808,81144.819996
143,l'altra,836445,69152.586860
144,l'altro,1892677,45592.998679
145,Alberto,30356, 3297.583088
146,'ntesi,1945537,97633.156855
147,giace;,4938110, 2357.613028
148,levarsi;,3537508,90388.938881
149,vivi,1626362,17179.205562
150,riprende,3311445,52083.059326
151,dosso,1271613,10629.843494
152,ruinare,1214773,77349.167200
153,venian,1876430,76299.848093
154,vidi,3542201,38751.953195
155,nostra,34337,49789.629993
156,'ntesi,3008723,59093.128156
157,altri,2834903,85821.410315
158,voce,3357563,11389.897078
159,nulla,3359066, 6771.238020
160,puro;,1357581,95617.521191
161,scuro,137913,57132.628355
162,consiglio,4756868,55252.728033
163,vivi,4885600,56543.079537
164,vorrebbe,1399122,89723.917508
165,innalzo,91259, 4007.361229
166,mira,1383711,59476.015197
167,l'arnie,2209695,26774.848813
168,faccia,1534215,71749.988601
169,s'io,4144039,11203.420922
170,pietà,76220,95283.677912
171,giace;,97153,29319.334974
172,cresciuto,3136919,40873.089115
173,sinistra,1672502,83023.675687
174,vegnon,2233907,94314.349262
175,sostegnon,4345350,92288.031469
176,cielo,183667,84822.010445
177,ruinare,4409606,68281.131855
178,incontra,2958463,70452.834821
179,s'i',494665,25601.014500
180,altro,1818600, 5342.317296
181,color,935138,57748.686700
182,voce,4505943,63107.523400
183,mattina,1604068,37069.669510
184,Maria,4069127,26842.598921
185,mondo,4780689,86030.568413
186,Salvani,3723797,54803.126841
187,gloria,2432707,19053.481786
188,sanza,1888360,75874.988378
189,lume,3008153,63839.351957
190,corpo,2113758,  239.625897
191,molti,3887394,88326.496582
192,vanno,4642082,95613.455405
193,ancora,3522739,95159.654565
194,schermi,982943,30168.662357
195,dismonta».,4070973,88780.118859
196,quella,1947258,93176.299436
197,quel,215228, 2856.515637
198,CANTO,4992132,42799.385476
199,verranno,4513713,20172.451592
200,Diletto.,4144684,52126.478333
201,quello,2587233,82853.733515
202,l'Orse.,1539615,86628.065983
203,molle,111841,57879.781515
204,faccendosi,4392470,35844.279678
205,mente;,4406757,96959.827500
206,duca,4301513,46733.481214
207,cagne,473282,13925.231724
208,credetti,4931354,78725.111134
209,trono,4891872,44795.120097
210,quella,3861166,67868.311633
211,turbato.,3333564,32562.764139
212,conduca,3128788, 3315.079457
213,suono,3271787,12248.510426
214,s'adona,648495,50420.832177
215,Modena,2798103,97550.061151
216,ond',1117108,26301.013401
217,l'arnie,1647706,36385.853935
218,l'altra,1543376,38201.291163
219,noto,2644106,68100.041228
220,dire.],4687467,58580.194821
221,inizio,148621,11590.944535
222,Carrarese,2456270,33050.084423
223,presi;,4357985, 4105.832535
224,l'acqua,1564064,13002.357833
225,giova,4988545,20845.014527
226,tanta,2475223,89209.443379
227,mattina,2281261,40946.319170
228,ammiro,1495554,23525.466471
229,pregandola,1453327,61227.283414
230,altro,41191,55340.704073
231,dite,3068203,67709.884219
232,'nteso,635562,90144.090616
233,m'apparve,4406834,70394.505856
234,Genova,2578392,88819.109001
235,propriamente,3270437,77977.638705
236,quel,2915131,81583.773510
237,testa,3025301,50164.413588
238,sembianti.,2259888,32849.072734
239,pronta;,1925476,55599.495390
240,fornito,495762,88896.925069
241,servo,1650999,40608.216580
242,avea,4628659,11794.302949
243,Sfinge,4128137,75777.267887
244,figliastro,3461384,56997.202454
245,l'acerbo?».,3164114,30869.367747
246,denti,463721,99466.253182
247,nostra,978357,64081.164911
248,quei,1064523,20507.623664
249,mosterrà,4970359,94088.478956
250,rombo,4879749, 9837.057348
251,Achitofèl,4990666,99982.858613
252,loco,1421529,73695.874965
253,dimonio,3329574, 3407.001662
254,fasciati,3799664,49706.255867
255,'Qui,3433741,64978.264816
256,radïal,2678481,49030.634767
257,dimmi,2003816, 6549.875003
258,siede,3938513, 9025.420186
259,armento,1422773,82354.713829
260,come,4810972,93103.209124
261,tanta,2324095,14162.408406
262,rispuose,1683173,74290.717477
263,serrava.,2315729,74136.433896
264,pioggia,3329057,77514.473725
265,venuta,1654517,47269.434950
266,ciascuna,1476099,34184.359222
267,venne,4548410,48159.950616
268,tepidezza,4520697,72449.977050
269,sinistra,2007008,19161.289078
270,come,4387965,40380.442798
271,gran,73984,56431.091471
272,vanno,4173194,95265.559307
273,metalli,403706,15171.106466
274,consorti»,214149,82777.957862
275,lingua,3124508,40294.227356
276,remote,888759,31968.362803
277,cotal,715736,55910.012127
278,rombo,3973975,10545.368475
279,Spirito,1145060,68204.375381
280,sommo,349406, 3189.202003
281,scaldar,4161777,50312.902969
282,verranno,2787272, 4257.323598
283,occhio,3227238,10767.862632
284,movendo,994635, 8755.270664
285,nature,3988835,57315.761872
286,terra,22743,68897.927947
287,piedi,4429563,61163.529543
288,come,3409913,46384.234832
289,derelitti,4957840,41412.070374
290,quel,4440708,53654.659150
291,pensar,4807442,35422.845231
292,dicer,2643525,83349.611658
293,destra,1954372,69920.515329
294,quarta,2885379,88531.138366
295,dicer,4361829,49475.983923
296,sparito,4546287,61455.118072
297,testimonio,2464418,11435.600125
298,dire.],1275103,61878.865311
299,fue.,698302,79722.569925
300,l'Orse.,3457759,35246.350492
301,l'anima,3016300,85296.732310
302,puoi,4541937, 2128.779422
303,viziata,49626,18172.546526
304,sarà,2317949,28646.093653
305,Questa,3612166,32316.480298
306,proprio,4911217,23553.045328
307,sembianti.,3577965,32079.647301
308,suono,1039617,98238.432811
309,quïeto,3069518,  563.383766
310,anco,2476333,47493.574181
311,scocca,3418466,60096.204112
312,possanza.,4747654,92739.567951
313,sale,1117594,18002.901355
314,fosse:,4790226,61519.896433
315,l'ira,653607,57769.888049
316,potenza,4384890,17950.962304
317,[Canto,2581781,61876.935334
318,spirti,1099348,93367.480116
319,avendo,1579471,59155.577998
320,verde,3812379,59910.647495
321,Alcun,2461212,29243.023973
322,omai,4614362,27541.270468
323,cielo,4110202,21606.146459
324,saliro;,3871271,55572.428031
325,bogliente,1590733,97628.194680
326,viziata,2555196,52313.021802
327,cignesi,360715,87402.374219
328,quel,1874609,51431.304603
329,vorrebbe,183151, 9216.546366
330,occhio,525020,10275.888252
331,quanto,2473520,40873.090692
332,distante,3081986,46728.345459
333,smisurato,4602314,19906.993373
334,Tutti,3350110,23269.216609
335,s'affige,1867032,93044.874412
336,imagine,538403, 9354.382427
337,possanza.,180413,87310.052698
338,Nessun,4485801,68497.844423
339,cotal,4629007,58445.963895
340,l'acqua,3956977, 7514.110534
341,ebbe,897396,18682.425649
342,conobbero,1804476,45399.190371
343,medesimo,3271671,14338.829038
344,qualunque,3841131, 2627.542045
345,Caorsa,1888411,66269.021729
346,spesse,911534,46511.512393
347,chiave;,4853371,66452.752021
348,ch'a,677687,70476.216707
349,muoversi,740048,79765.217674
350,gradi,2024427,93206.332427
351,seguiteria,4835599,70772.591378
352,Avete,247157,39975.117376
353,Guido,2681588,69223.084845
354,destra,4906268,71250.553847
355,vien,3479349,79308.854015
356,virtute,3932698, 8233.685437
357,rabbia,3570165,40733.685839
358,inteso,3663732,78074.549202
359,lui:,923937,93738.313898
360,nacqu',155670,23419.108689
361,dove,1417477,92595.321788
362,dopo,4018104,88042.848660
363,perch',744733,85167.634528
364,acceso,3112548,39949.110967
365,viziata,4736429,19696.222731
366,t'avrei,3984950,78462.877860
367,tutta,4070373,33861.956232
368,mezzo,2474423,14634.550858
369,artigli,367808,55431.873165
370,piedi;,3431340,77322.650619
371,pioggia,747821,17380.933224
372,lucerne,1659335,91172.248557
373,mondo,4664428,57094.220367
374,messer,542817,76471.700925
375,parevi,265681,95923.151469
376,dimonio,2469373,40652.036403
377,voce,1018195,85127.539015
378,odio,1114724,29973.559015
379,noto,2659602,22367.296728
380,semenza:,4280063,65511.501227
381,dimonio,3274533,46776.715822
382,caccia.,3079639,70969.588871
383,fatto,1574442,21725.010916
384,messer,441219,59763.412676
385,trista;,4163135,88779.046798
386,puro;,2085123,20526.184491
387,selva,2156812,15376.135245
388,confonda.,1747203,10209.745096
389,m'apparve,987831,87974.784663
390,m'accors',2020475,69402.103185
391,Marte,4478992,56600.687006
392,rispuose,1176076,26750.587485
393,dimonio,421708,  285.764867
394,tempo,1777774,70381.318263
395,famigliar,3376228,87245.227627
396,Maestro,4575992,62234.729634
397,facea,1943329,35567.711947
398,altri,1198522,45858.612986
399,memoria,68568, 8695.617585
400,regi,610715,44613.272098
401,sarai,3493602,59135.919139
402,color,4219784,61149.214499
403,dove,1429564,11364.139097
404,infamia,737125,75554.274394
405,forse,2190480,87555.296013
406,stesso,1903030,53699.186579
407,semenza:,343520,37079.486462
408,peccar,1549717,31042.913680
409,Ella,3334032,25760.463134
410,volti.,2978595,42715.461658
411,l'affoca,4590297, 5182.749379
412,vorrebbe,3177679,52798.794281
413,contradire.,3598068,25792.747261
414,terra,532715,71841.849150
415,fosse:,3775851, 4364.584275
416,foco,3603235,25745.886958
417,biondo,2187419,78541.212945
418,Secondo,1848693,12931.207868
419,Libra,2562890,75025.687802
420,sommo,2822313,58894.722405
421,cinto.,3106963,58797.478561
422,labbra,1794209,62691.214373
423,compagni,1606128,53739.868884
424,dosso,2453458,99671.031811
425,sembianza,246833,53584.865400
426,ond',444834,66326.217965
427,s'io,3841535,33890.535024
428,credi,3072160, 5825.563301
429,omai,1662215,32543.457691
430,tocca,2509300,57735.543194
431,quanto,1330275,56128.003024
432,storïata,16762,45860.293349
433,anco,3018508,45093.101165
434,l'inferno,4494765, 5376.606484
435,l'affoca,3592626,51353.667506
436,Allor,1374392,23351.258609
437,Clïò,683461,25569.584343
438,servo,1938331,  466.276970
439,centesma,2083542,95392.465810
440,acume.,2852308,37566.552223
441,così,4325411,67684.940352
442,occhi,2738585,72997.771474
443,Ancora,4061353,62646.156932
444,gridando,2185278,30455.373906
445,Sfinge,1756893,82667.989072
446,ch'ei,5624, 1702.524443
447,voce,471913, 2500.117917
448,rombo,3866435,47552.463162
449,questo,1869661,79026.537136
450,guerra;,3516541,12964.225812
451,Commedia,1666121,84274.097196
452,maravigliar,1216128,22669.968969
453,regi,1321224,52492.493287
454,questa,3752323, 1875.979133
455,grande,4486239,52785.592110
456,consiglio,3579770,71329.165308
457,puote,4969558,17734.980396
458,pars,2200283,12135.952251
459,sparse,1631125,39424.013851
460,movi,1844502,79960.503649
461,dimmi,846111,80066.185189
462,parti,2233720,77393.712738
463,stampa,785280,94564.707866
464,Arrio,385719,95656.691370
465,gente,3501609,80482.478038
466,divenni,364993,71617.640185
467,Brunetto?».,3191722,48088.202158
468,vedi,3919372,20209.746586
469,dite,1430263,38770.430425
470,Cotal,3581772,91237.521046
471,Allor,3788992,38194.449435
472,l'altro,1938495,91987.493319
473,ch'i',3168309,47406.331369
474,chiaro,619729,45583.909222
475,barbuto,3750913,51663.831297
476,messer,1465390,95034.395894
477,perde,1107467,14569.692211
478,destra,4944109,17931.622364
479,segno,409173, 9730.425495
480,cantar,464120,17609.515114
481,lumi,3359268,74490.874685
482,Dante,69361,76357.063565
483,oltre,4745662,15750.772997
484,sta;,414203,94072.445347
485,l'ossa;,2776964,20572.298389
486,perde,4453394,21798.335311
487,stesso,1431661,27508.946904
488,piena,4473764,55104.975914
489,trova,3857548,50760.921766
490,inteso,4417064,59406.584703
491,dismonta».,866816,82083.135222
492,oltre,2099189,18736.605189
493,credetti,4438813,53304.250302
494,sonno,4672314,34872.462629
495,altri,520064,55449.291931
496,priega,3885960,65508.511312
497,dicer,1438866,81024.205940
498,carco,2571885,21728.051991
499,tepidezza,1833705,13298.935809
500,Aglauro,4919430,67393.747691
501,indizio,304392,34513.684134
502,invenzioni;,4748423,47405.819665
503,altro,1878136,32082.498511
504,altri,2711477, 8068.724725
505,rispuose,3966337,71604.009106
506,caccia.,2647769,40723.316600
507,disse:,2822227,56376.343261
508,medesmo,1945720,22835.300215
509,essa,2772457,15762.594806
510,ancella,2501755,45291.146582
511,sembianti.,3184222,82764.197859
512,vid',438121,36271.990992
513,piedi,3153863, 8778.870261
514,buon,381108,54330.391400
515,gemme,1565564,99581.502778
516,possanza.,2084022,78958.817849
517,sotto,788100, 2200.093506
518,meglio,369520,16954.629516
519,riceve,2584356,47053.787505
520,grazia,1846735,56133.590302
521,Donna,4569459,55913.959266
522,fianco,3102876,25865.156823
523,ch'i',1490448,39128.972367
524,cresciuto,1356164, 6153.317139
525,faccia,629918,71067.679090
526,dolce,3139333,91152.374873
527,gioia,523930,45252.605228
528,convien,972237,48655.024013
529,Cianghella,3321860,90917.988576
530,cose,1734197,37706.068999
531,piangea,3567501,62649.887195
532,Malespini.],3244209,38247.740858
533,piedi,4869217,42119.247621
534,s'affige,4329908,56505.763960
535,artista.,3591442,72803.106793
536,manda,3388865, 2826.015539
537,ch'e',214891,27831.269316
538,buccia,4839583,53113.689657
539,tutte,4453464,85043.191726
540,Salvani,1418899,69992.783397
541,suono,2497017,71431.179672
542,Rubicon,3649377,79002.550187
543,sanz',3777575,66199.191462
544,Genova,4871223,97601.226208
545,potenza,2844281,52316.715525
546,purga,2250758,80181.068856
547,propriamente,3816520,33233.237149
548,ch'al,315479,80292.105722
549,omai,4325242,74921.138156
550,XXIV,3981618, 6639.118972
551,così,1107122,72616.921403
552,Aglauro,924567,81375.017788
553,altri,4304713,46149.083809
554,miei,4446599,61069.033879
555,labbra,4461726,81013.907711
556,destra,2751423, 6051.302602
557,rimasi,1359596,31492.990047
558,S'elli,2657980,19638.342100
559,donna,80604,18915.316481
560,fummo,4950111,66146.143803
561,omai,3922454,39853.742092
562,Dianzi,2215815,94753.970655
563,grosso,3082331,81225.128206
564,giustizia,3172940,27470.473097
565,eravam,1029961,33084.491575
566,destra,3955180,67814.193637
567,faccendosi,2872468,13218.433970
568,convien,2801146,14165.364079
569,cose,2720560,64943.504350
570,agogna.,1283372,25412.040072
571,avea,4842255,31686.996122
572,possanza».,4550391,92324.222500
573,come,4645679,11230.346311
574,Quella,3002403,54240.274577
575,rauni,839125,19696.666086
576,trecce,557210,81823.123211
577,l'Orse.,1687377,46656.304618
578,vanno,1572120,89774.593904
579,Commedia,92642,96840.037311
580,tempo,4150442,34180.474031
581,burro.,3478749,28783.041075
582,l'un,943553,87858.212706
583,stesso,3000434,61018.180854
584,parlò,729857,74676.598461
585,m'era,3567822,17770.090125
586,leon,1508686,69367.268592
587,conduca,1274765,49899.629660
588,remote,4208218,47889.483222
589,avea,321277,17255.505099
590,indizio,189593, 1723.957614
591,l'emisperio,1693640,70226.352404
592,suole;,4377614,98543.264246
593,trïunfal,3397265, 7984.084489
594,cignesi,4688378,93838.427973
595,centesma,699080,24445.409890
596,uscir,3031996,17212.997503
597,comincia,3597025,15774.070042
598,rabbia,2605694,61233.420958
599,disideroso,574452,92826.923621
600,ch'è,4416071,60395.676819
601,dintorno,2573879,79715.786619
602,Chiamato,1709953,85764.939658
603,ch'elli,3625849,67810.396091
604,Cappelletti,3697499, 1989.725678
605,divenni,4872792,39683.324841
606,Come,3182824,48599.824004
607,semenza:,4427610,38986.697488
608,Guido,3515554,73702.233101
609,onde,4508084,55134.559562
610,l'ultimo,3743930,79225.041524
611,l'uom,1313878,28982.517170
612,spesse,932029,28088.359341
613,menzogna,1617245,79130.023612
614,prima,2216569,22626.327432
615,possanza».,3688720,73089.361469
616,burro.,2703203,83598.804306
617,volti.,566416,65051.032724
618,puro;,1090468,97868.034397
619,sotto,1311399,38114.189733
620,presente,655821,28883.626359
621,acceso,3753949,43240.166485
622,parlò,3665587,47814.265817
623,chiaro,3069082,91763.694512
624,meco,875429,15810.763976
625,quella,2584765,83207.259084
626,Beatrice,4934110, 4454.013628
627,come,593253,72365.681109
628,Carrarese,4488630,  833.653400
629,destra,609812,92206.308893
630,sparte,494025,99848.387035
631,nati,4988220,55103.883188
632,fuochi,1384114,22381.487112
633,lui:,4224492,13568.667430
634,dolore,1437155,85245.761289
635,l'emisperio,2951712,62779.898194
636,lenti.,2418818,41967.510127
637,pastori,2582519,85187.527926
638,posson,2604655,18726.033585
639,eravam,4186495,62370.600660
640,questo,3670961,97014.422396
641,rimanendosi,2798352, 8876.397909
642,come,4438433,27535.980742
643,rispuose:,4033565,60528.767209
644,l'anima,1790745,27055.736478
645,buon,4999037,63783.101483
646,regi,352368,52097.569435
647,lucerne,3170428,20283.768409
648,fosse:,1277879,50826.209062
649,Giove,2984169,68150.049653
650,Santa,3634370,73894.521530
651,meco,427675,40473.089972
652,biondo,3694942,33830.152022
653,ch'al,1691557,50363.940356
654,fosse:,4682230,98608.338896
655,s'infiamma,2366045,68520.938088
656,vivi,2176087,62232.473307
657,carole.,2075070,  827.260925
658,rovente,4064102,41260.809298
659,rimasi,699525,83089.077346
660,l'arco,3963672,45990.136299
661,fummo,1798481,74761.636307
662,l'accendea,131315,31959.528586
663,veder,844490,65806.930268
664,grazia,4008615,98248.386779
665,volontier,3884008,56356.931304
666,qual,3867499,98860.492839
667,chiave;,810011,30957.570713
668,cotal,1015255,62275.094802
669,trasse,2256428,96018.004406
670,l'Orse.,840061,16337.090122
671,stupido,2536449,34760.457882
672,ond',1580324,67982.730899
673,ingannate.,1033458,85163.411033
674,come,2387658,10945.239521
675,Brunetto?».,3915212,99284.906704
676,questa,4985032,90290.980436
677,altri,2328820,65668.829802
678,anzi,1706802,67309.982709
679,acceso,3101350,95423.211744
680,tale,485389,97337.050040
681,foco,1413457,57852.364335
682,tanto,4630702,24202.179043
683,tosto,1266270,24589.152240
684,tanto,3487853,53132.345968
685,etterno,4196394,10458.218750
686,dire.],979188,63541.031254
687,perch',3263611,77222.178324
688,loco,1798579,20359.206675
689,faccia,4380469,97424.151651
690,vegg',1322895,70498.626096
691,vano,3230235,21855.841436
692,pria,4365642,70241.018716
693,sale,289893,60666.990132
694,sempiterna,2207253,82647.086423
695,Avante,3858401,93654.795812
696,principio,3437421,93661.579676
697,sorte.,4872059,22168.632310
698,possanza».,516781,13003.386046
699,basciato,3040080,79860.664674
700,fuochi,1038918,94999.462922
701,'nteso,719131,72179.649427
702,facea,4784084,70763.022871
703,licito,4408926,70977.230816
704,pronta;,4694517,40413.393589
705,odio,4119778,53274.760172
706,propriamente,828822,17506.848613
707,discordi,4632772,25275.465547
708,gloria,2159545,30898.938813
709,Guido,968557,34606.791885
710,sotto,4379896,55776.566620
711,così,2156881,18592.858190
712,gran,2118955,46115.873911
713,trova,507561,28081.801928
714,venuta,2715338,67133.152163
715,tempo,2028531,95656.525329
716,amato,3411668,18994.326777
717,ch'apporta,4228023,92079.212924
718,ammirar,4160563,94861.910955
719,guercia,3570182,17469.223056
720,forza,4099425,34108.830158
721,Nessun,3396927, 4879.812285
722,Dante,515815,83730.113789
723,ch'a,4606947, 3570.565587
724,mezzo,4981835,97506.775209
725,sanz',4129088,85781.658523
726,trïunfal,48211,66774.893711
727,quel,215683,60752.828338
728,rauni,2484295,48212.921339
729,dimonio,2808575,43398.163213
730,convien,597396,48170.235470
731,purga,3378844,62384.853429
732,piedi,4477944,50742.846264
733,dosso,1402576,56098.787145
734,parea,3567795,32569.268115
735,ch'a,628817,13689.108181
736,comincia,535845,18547.743069
737,grotte,3596318, 9211.168947
738,rispuose,3384524,55574.032972
739,serrava.,606503,30737.320236
740,Giudei,2076816,37414.753984
741,vuol,4819687,96762.925134
742,trecento,3330158,66905.220239
743,ciechi,3867608,22774.015349
744,avesse,1370527,98588.379305
745,perché,1752501,63585.887965
746,l'ali,3802675,19391.914274
747,dicer,3328308,41956.719446
748,mandaro,3162544,60527.499341
749,fianco,882396,95423.552448
750,fece,4324086,97799.710828
751,elli,1284623,55421.155228
752,sogno;,2414450,69108.171204
753,disse:,821401,82378.325192
754,occhi,2362437,13211.577280
755,sostegnon,796551,45531.670408
756,intorno,3910551,54677.652121
757,ambedue,3415776,97038.091174
758,rilevarsi,3465562,43777.523715
759,misericordia,458847,39192.482944
760,dintorno,475938,36386.636830
761,mattina,2923798,65955.598637
762,Mentre,3870772,68072.600422
763,esse,3967884,59266.558562
764,esser,3138434,63076.115363
765,Tomma,3763620,44668.277515
766,l'ossa;,771513,29915.626670
767,senso,2104965,69580.715597
768,l'ira,672853,15385.728510
769,donna,1063719,71269.813391
770,volontier,3991176,14844.999461
771,oltracotanza,733228,99013.287491
772,parte,4962727,20329.538720
773,saria,2695469,93361.664558
774,medesmo,1138393,80324.887200
775,destri,16009,47637.412994
776,mala,3413820, 6590.237420
777,raggio,665164,88830.671761
778,Questo,1442774,79438.406473
779,siede,1639125,75687.312053
780,gelo,4392057,24729.436649
781,leon,1520807,46122.621521
782,vegghi,3529951,62475.175814
783,raggio,3625155,24398.258140
784,nostra,3162668, 6120.632281
785,consiglio,1786596,51814.360751
786,veggio,3513888,60378.374178
787,l'ali,3225579,81713.877377
788,esser,4900962,38974.830903
789,meglio,658504,67618.155606
790,grande,1345449,68265.807264
791,Chiamato,1009743,68310.092033
792,dove,4715174,48363.425952
793,Guidavaci,3223813,97282.670418
794,facce,3390736,81453.043699
795,mala,4466032, 8241.719935
796,sembianza,2179576,36397.455881
797,principio,840280,32253.675349
798,facce,1978254,44415.561097
799,credetti,3044192,70077.505891
800,Sola,3937891,60003.576295
